clusterName,NSForest_markers,f_score,onTarget,precision,recall
Antigen presenting cell (RPS high),"['FCGR3A', 'DPYSL2']",0.8823529411764706,1.0,1.0,0.6
B cell (Plasmocyte),['ENSG00000211892'],0.9523809523809524,1.0,1.0,0.8
Fibroblast,"['CCDC80', 'FN1']",0.4545454545454545,1.0,1.0,0.1428571428571428
Stromal cell,['DCN'],0.8837111670864819,0.5067933797836304,0.8752598752598753,0.9192139737991266
Smooth muscle cell,['ACTA2'],0.8572247706422018,1.0,0.9552715654952076,0.6077235772357723
Ventricle cardiomyocyte,['MYL2'],0.9722222222222222,1.0,1.0,0.875
Endothelial cell (APC),"['TM4SF1', 'GNG11']",0.4340836012861736,1.0,0.84375,0.1475409836065573
Mast cell,['TPSB2'],0.945945945945946,1.0,0.9333333333333332,1.0
T cell,['GNLY'],0.7167235494880546,1.0,0.7567567567567568,0.5915492957746479
Macrophage,"['SELENOP', 'C1QA']",0.7199576495500265,0.6368558406829834,0.8976897689768977,0.4017725258493353
Dendritic cell,"['GPR183', 'MS4A6A']",0.3529411764705882,1.0,0.6,0.1333333333333333
Monocyte,"['S100A8', 'S100A9']",0.5405405405405406,1.0,0.5986394557823129,0.3893805309734513
