,Endothelial1,Endothelial2,Fibroblast,Lymphocyte,Macrophage,Microvasculature,Smooth Muscle,Uncharacterized
ENSG00000163520,0.63840365,0.9218313,1.7112613,0.0,0.0,0.0,0.0,0.0
ENSG00000170876,0.37544426,0.5274403,0.7567204,0.0,0.0,0.36015254,0.62658685,0.5769387
ENSG00000170860,0.6580218,0.62405217,0.6648041,0.0,0.7097248,0.76398855,0.75424206,0.6932972
ENSG00000154783,0.15778723,0.48471588,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000225733,0.5272269,0.7606194,0.6406106,0.0,0.46556184,0.43470955,0.5177195,0.48416546
ENSG00000131375,0.0,0.26235965,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000131370,1.0542779,0.5048187,0.38443696,0.0,0.26600596,0.0,0.0,0.47772834
ENSG00000131386,0.0,0.0,0.79451686,0.0,0.0,0.0,0.0,0.0
ENSG00000131374,0.0,0.31618604,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000144566,0.0,0.4238392,0.0,0.0,0.34787285,0.0,0.23869863,0.0
ENSG00000151789,0.55456364,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000182247,0.0,0.0,0.0,0.0,0.0,0.0,0.3786486,0.0
ENSG00000170142,0.0,0.0,0.0,0.0,0.38923448,0.4649998,0.3151912,0.0
ENSG00000174748,3.2508812,3.0701385,2.8261254,2.8486884,2.9956994,3.0435932,3.0173428,2.9962165
ENSG00000033867,0.0,0.0,0.0,0.0,0.6328883,0.0,0.0,0.0
ENSG00000187118,0.0,0.0,0.24508393,0.0,0.36004537,0.39075994,0.0,0.0
ENSG00000163512,0.0,0.0,0.44217032,0.0,0.29715717,0.0,0.27195293,0.52376556
ENSG00000144642,0.46420866,1.2525845,1.0020612,0.0,0.0,0.5186117,0.5449561,0.8939098
ENSG00000163513,1.8066388,1.2168177,1.3104852,0.0,0.5750548,0.5341534,0.5027837,0.8945078
ENSG00000163527,0.0,0.0,0.3605857,0.0,0.38970327,0.0,0.0,0.0
ENSG00000153551,0.0,0.0,0.0,0.0,0.34368813,0.0,0.0,0.0
ENSG00000091317,0.0,0.48342562,0.34099588,0.0,0.9022989,0.36843055,0.0,0.0
ENSG00000144635,0.25335723,0.37519127,0.42240816,0.0,0.48340178,0.39787096,0.5455427,0.0
ENSG00000170266,0.0,0.0,0.0,0.0,0.25567606,0.0,0.0,0.0
ENSG00000170275,0.6342162,0.83212423,0.8881726,0.0,0.6937394,0.84169936,1.0453901,0.82449895
ENSG00000173705,0.0,0.0,0.0,0.0,0.0,0.0,0.86384296,0.0
ENSG00000170248,0.5692965,0.6979313,0.35602495,0.0,0.59515154,0.0,0.3656175,0.40554845
ENSG00000093167,0.0,0.48654372,0.25894356,0.0,0.0,0.3705921,0.5190246,0.0
ENSG00000144674,0.80517495,1.1183274,0.91298854,0.4193076,0.6471255,0.6476896,0.79274243,0.82449895
ENSG00000144677,0.0,0.0,0.33991325,0.0,0.0,0.44463018,0.49768668,0.48416546
ENSG00000060971,0.0,0.0,0.3051518,0.0,0.39070535,0.0,0.0,0.269369
ENSG00000168028,2.598207,2.4761925,2.4232774,2.816803,2.2018418,2.403347,2.178897,2.362491
ENSG00000114784,0.6566111,0.7585817,0.7587075,0.40914422,0.67591643,0.8619753,0.9010778,0.7152044
ENSG00000188846,3.022192,2.7369895,2.8317482,3.2525218,2.7712445,2.9843726,2.9297137,2.8430195
ENSG00000168036,0.93210363,1.0973473,0.5857407,0.0,0.861449,0.6868693,0.76982427,0.7490319
ENSG00000114857,1.1737045,1.3308747,0.5688112,0.5937116,0.4359175,0.45728427,0.50048417,0.617684
ENSG00000181061,0.0,0.0,0.3813449,0.0,0.0,0.61227894,0.6978045,0.483664
ENSG00000163788,0.596862,0.79284656,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163807,0.13906232,0.37332073,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163823,0.0,0.0,0.0,0.0,0.43873006,0.0,0.0,0.0
ENSG00000160799,0.33903468,0.0,0.28785104,0.0,0.0,0.0,0.27953774,0.0
ENSG00000181555,0.0,0.44571635,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000047849,0.8829978,0.94906014,0.89315104,0.0,0.44122857,0.96279126,1.2408211,0.7203123
ENSG00000232112,1.7927331,1.8548651,1.7189003,1.8954225,1.6451914,1.582938,1.6737871,1.7654194
ENSG00000164054,0.5764775,0.53541976,0.44792902,0.0,0.0,0.3218632,0.39575687,0.36268118
ENSG00000010256,0.0,0.0,0.0,0.0,0.4924712,0.60683763,0.522506,0.0
ENSG00000068745,0.0,0.0,0.4716218,0.0,0.0,0.0,0.0,0.47772834
ENSG00000177479,0.0,0.0,0.0,0.0,0.0,0.24170993,0.0,0.0
ENSG00000178057,0.6375618,0.684998,0.7802571,0.3572921,0.63020825,0.70555747,0.703145,0.779937
ENSG00000178035,0.44723675,0.0,0.5241449,0.0,0.20852387,0.5400405,0.33468777,0.63977665
ENSG00000172053,0.0,0.0,0.0,0.0,0.357727,0.0,0.0,0.0
ENSG00000172037,0.46709082,0.4238392,0.38824746,0.0,0.0,0.51763725,0.5040133,0.0
ENSG00000185909,0.0,0.0,0.0,0.0,0.0,0.3953365,0.0,0.0
ENSG00000067560,1.7108767,1.6370156,1.5718691,1.4936543,1.9977517,1.9127154,1.8774348,1.7044618
ENSG00000004534,0.0,0.26235965,0.0,0.0,0.25146663,0.0,0.12695943,0.0
ENSG00000003756,0.4149909,0.5241307,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000001617,0.0,0.968448,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114353,1.7344861,1.7221942,0.91951287,1.1384808,1.9106126,1.1006944,1.1793399,1.0134181
ENSG00000068001,1.5709503,1.5125201,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000068028,0.0,0.0,0.0,0.0,0.30417955,0.0,0.0,0.0
ENSG00000114738,0.0,0.0,0.0,0.0,0.37096775,0.0,0.0,0.0
ENSG00000145050,0.25983605,0.2908757,0.58582014,0.0,0.4192859,0.40924302,0.47420785,0.43073446
ENSG00000164081,0.0,0.0,0.30965662,0.0,0.40474182,0.0,0.0,0.0
ENSG00000248487,0.0,0.0,0.20459515,0.0,0.0,0.0,0.0,0.0
ENSG00000162244,3.3835108,2.9884744,2.8919144,3.1249804,2.8770175,2.95923,2.6859372,2.898697
ENSG00000247596,0.0,0.0,0.0,0.0,0.86474043,0.0,0.0,0.0
ENSG00000164091,0.0,0.0,0.23053063,0.0,0.0,0.0,0.0,0.0
ENSG00000010327,0.0,0.4461814,0.0,0.0,1.3912045,0.0,0.0,0.0
ENSG00000168268,0.0,0.0,0.0,0.0,0.0,0.82161593,0.44527248,0.0
ENSG00000168273,0.0,0.0,0.0,0.0,0.48411766,0.0,0.37973756,0.0
ENSG00000163939,0.0,0.49477118,0.0,0.0,0.46264535,0.36916667,0.26037118,0.0
ENSG00000163938,0.0,0.0,0.42506456,0.0,0.16260001,0.0,0.0,0.0
ENSG00000016864,0.0,0.0,0.45642382,0.0,0.0,0.0,0.0,0.25987065
ENSG00000114902,0.95137084,1.2060535,1.1013755,1.1387696,0.8980278,1.118004,1.2160656,1.0336349
ENSG00000163932,0.0,0.0,0.0,0.0,0.36705595,0.0,0.0,0.0
ENSG00000163931,0.6032523,0.62405217,0.98643714,0.0,1.2509046,0.7044225,0.62618494,0.88291466
ENSG00000113811,0.7526356,0.89067817,0.9319547,1.0487509,0.76427376,1.0395502,1.0370333,0.8884813
ENSG00000180376,0.0,0.31618604,0.37496728,0.0,0.0,0.0,0.0,0.0
ENSG00000163946,0.0,0.26197255,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000157500,0.70606804,0.7790424,0.68946767,0.0,0.57991433,0.5301161,0.51018643,0.64126235
ENSG00000168374,0.60609806,0.74366486,1.0990125,0.0,0.65822965,0.7762449,0.9390464,0.9802047
ENSG00000163681,0.0,0.0,0.0,0.0,0.0,0.7797291,0.62570953,0.0
ENSG00000136068,0.7398734,1.2593193,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168297,0.0,0.0,0.3610338,0.0,0.0,0.0,0.0,0.0
ENSG00000168291,0.29125112,0.32424083,0.37780192,0.0,0.0,0.69785523,0.53062725,0.49492112
ENSG00000168309,0.41203517,0.534482,0.0,0.0,0.0,0.0,0.0,0.5769387
ENSG00000144724,0.0,1.2172639,0.41602004,0.0,0.0,0.43729722,0.2789232,0.0
ENSG00000163634,0.51425403,0.469367,0.63510466,0.0,0.52114105,0.62457573,0.6755252,0.7465133
ENSG00000163636,0.0,0.0,0.0,0.0,0.0,0.4655732,0.3340701,0.0
ENSG00000163638,0.49576652,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000172340,0.0,0.0,0.3717215,0.0,0.3448168,0.47901118,0.40372273,0.0
ENSG00000144747,0.0,0.48780248,0.46178633,0.0,0.35862204,0.42333877,0.40081155,0.52292496
ENSG00000144746,1.2253449,1.495822,1.8954897,1.2164837,1.2806187,1.0698406,1.6477385,1.4858028
ENSG00000114541,0.56648815,1.0451311,0.0,0.0,0.985778,0.0,0.0,0.0
ENSG00000114861,1.1970296,1.066393,0.6557298,0.0,0.5503112,0.59353316,0.7499223,0.0
ENSG00000163605,0.184731,0.46461478,0.3880186,0.0,0.27555302,0.0,0.0,0.48337796
ENSG00000083937,0.0,0.3798203,0.5184605,0.0,0.43003845,0.37727553,0.5271238,0.49943757
ENSG00000163320,0.43952686,0.52815306,0.43485373,0.0,0.32910246,0.30647108,0.38001817,0.4780542
ENSG00000044524,0.0,0.0,0.38920414,0.0,0.0,0.0,0.0,0.0
ENSG00000184500,0.34433988,0.21081725,0.78661835,0.0,0.0,0.0,0.49166897,0.7308157
ENSG00000080200,0.5027708,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000080822,0.31154788,0.5330137,0.34869343,0.0,0.0,0.5348865,0.5670718,0.44153532
ENSG00000064225,0.0,0.0,0.0,0.0,0.3038481,0.0,0.0,0.0
ENSG00000144810,0.0,2.0857892,0.30704182,0.0,0.0,0.0,1.4225236,0.40554845
ENSG00000168386,0.31921712,0.6935975,0.31355867,0.0,0.5666759,1.7300007,1.174509,0.52292496
ENSG00000114021,0.0,0.0,0.2713917,0.0,0.0,0.336541,0.0,0.0
ENSG00000181458,0.0,0.0,0.52235216,0.0,0.0,0.0,0.0,0.0
ENSG00000114354,0.28695062,0.4890435,0.56229293,0.0,0.22563109,0.49570364,0.5270705,0.68734807
ENSG00000154175,0.0,0.9544624,1.4217298,0.0,0.0,0.0,0.0,0.0
ENSG00000138468,0.0,0.49477118,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000081154,0.65000755,0.75293237,0.74104017,0.18621626,0.57531804,0.8343304,0.9127207,0.7742234
ENSG00000114391,3.1287282,3.0244653,2.75371,2.9563205,2.5227778,2.6601243,2.8548305,2.9314127
ENSG00000144802,0.0,0.0,0.0,0.0,0.864956,0.0,0.0,0.0
ENSG00000170017,0.0,0.0,0.0,0.0,0.9305105,0.0,0.48859265,0.0
ENSG00000114423,0.0,0.0,0.3605594,0.0,0.0,0.0,0.0,0.0
ENSG00000114439,0.5669507,0.6886527,0.6302083,0.0,0.39673513,0.7661854,0.8183131,0.68179375
ENSG00000196776,0.31067607,0.59714645,0.57051146,0.79895806,0.5968895,0.43015125,0.72305864,0.269369
ENSG00000114446,0.0,0.0,0.62402534,0.0,0.0,0.41048142,0.49147105,0.6074265
ENSG00000144824,0.0,0.0,0.0,0.0,0.0,0.5886591,0.3274319,0.0
ENSG00000144848,0.0,0.0,0.0,0.0,0.63520545,0.33623812,0.31495655,0.0
ENSG00000091986,0.0,1.0035363,2.2901406,0.0,0.0,0.54743326,0.52203137,0.7467761
ENSG00000121579,0.0,0.0,0.28937617,0.0,0.37218946,0.0,0.0,0.0
ENSG00000114573,0.0,0.0,0.0,0.0,0.3654895,0.0,0.0,0.0
ENSG00000181722,1.1048852,1.2515441,1.3111303,0.0,0.0,0.79984266,0.8884393,1.4653122
ENSG00000031081,0.40834644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000113845,0.52100205,0.45403087,0.4315084,0.0,0.3174569,0.5602299,0.39525738,0.37536228
ENSG00000138495,0.6895047,1.0313067,0.47828722,0.7309847,0.88728917,1.185364,0.9573697,0.6417307
ENSG00000163430,0.0,0.660387,1.6260672,0.0,0.0,0.0,1.0561547,0.8401246
ENSG00000065518,1.1393454,1.2251607,1.1539304,0.9406031,1.0469775,1.396425,1.3241028,1.1534784
ENSG00000180353,0.0,0.0,0.0,0.29466522,1.5377986,0.0,0.0,0.0
ENSG00000173230,0.8923152,1.1569045,1.0388074,0.4840503,0.61390805,0.8437519,0.9255855,1.077596
ENSG00000114013,0.0,0.0,0.0,0.0,0.7229222,0.0,0.0,0.0
ENSG00000121552,0.0,0.0,0.0,0.0,0.48157424,0.0,0.0,0.0
ENSG00000114023,0.28918946,0.534482,0.604455,0.0,0.3454933,0.63590515,0.5862356,0.56170774
ENSG00000173193,0.6039002,0.82428324,0.0,0.0,0.5910047,0.0,0.0,0.0
ENSG00000065534,0.0,0.0,0.0,0.0,0.0,1.8106406,1.638747,0.0
ENSG00000160145,0.0,0.0,0.0,0.0,0.0,0.0,0.34187284,0.0
ENSG00000082781,0.0,0.0,0.76342237,0.0,0.4233294,0.49333888,0.90806043,0.0
ENSG00000173706,1.004592,1.7872425,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163848,0.3147036,0.5182407,0.23138714,0.0,0.16260001,0.30983138,0.37124583,0.0
ENSG00000114544,0.0,0.32093444,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114626,0.0,0.0,0.0,0.0,0.0,0.56381303,0.0,0.0
ENSG00000074416,0.7373334,0.0,0.0,0.0,0.0,0.9270941,0.4579125,0.0
ENSG00000058262,0.0,0.0,0.4182709,0.0,0.0,0.0,0.0,0.0
ENSG00000179348,0.48435277,0.68421835,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163902,0.40624183,0.0,0.3894418,0.0,0.621788,0.0,0.0,0.0
ENSG00000075785,0.72239065,0.7585817,0.7420043,0.17800155,1.0620407,0.7478583,0.6871885,0.7743494
ENSG00000169714,1.259862,1.2873838,1.3620343,1.1286232,1.1414151,1.4040177,1.5883365,1.4471129
ENSG00000184897,0.801736,0.7050045,0.63966036,1.0380902,0.7438966,1.1453032,0.8289801,1.0834455
ENSG00000129071,0.0,0.0,0.0,0.0,0.42472547,0.0,0.0,0.0
ENSG00000004399,0.6740596,0.7662469,0.0,0.0,0.635731,0.0,0.0,0.0
ENSG00000198585,0.21252903,0.0,0.0,0.0,0.42448753,0.0,0.0,0.0
ENSG00000114686,0.0,0.0,0.37465802,0.0,0.4190626,0.40831023,0.26073262,0.41222757
ENSG00000091527,0.813893,1.0885805,0.67923355,0.6499822,1.0550551,0.5646875,0.47297958,0.62276775
ENSG00000144867,0.0,0.0,0.16134173,0.0,0.0,0.0,0.0,0.0
ENSG00000174640,0.8829354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163785,0.0,0.0,0.31610203,0.0,0.0,0.0,0.28764915,0.0
ENSG00000114019,0.0,0.34780496,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000129055,0.0,0.0,0.0,0.0,0.0,0.0,0.29834944,0.0
ENSG00000118007,0.0,0.46999612,0.24568483,0.0,0.0,0.0,0.0,0.0
ENSG00000168917,0.0,0.25910547,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000158092,0.55088115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000158186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8170903
ENSG00000175110,0.0,0.0,0.0,0.0,0.0,0.33762485,0.0,0.0
ENSG00000184432,0.36340916,0.5196452,0.6161718,0.0,0.4268651,0.5645566,0.5518321,0.52292496
ENSG00000114115,0.0,0.6921985,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114120,0.0,0.0,0.4248262,0.0,0.0,0.0,0.2814906,0.48918992
ENSG00000177311,0.67321587,0.7922951,0.49499628,0.0,0.3589112,0.57986253,0.72851574,0.5532097
ENSG00000114125,0.8654339,0.9744507,0.7946888,0.0,0.77639794,0.8036218,0.98863006,0.68131095
ENSG00000069849,0.7194264,0.3629207,0.4036815,0.0,0.9729128,0.47652203,0.4305085,0.0
ENSG00000114126,0.0,0.24748819,0.4742997,0.0,0.0,0.0,0.0,0.0
ENSG00000114127,0.0,0.51813084,0.25218633,0.0,0.0,0.0,0.0,0.0
ENSG00000163710,0.0,0.0,1.3604971,0.0,0.0,0.0,0.5791117,0.0
ENSG00000163714,0.76762104,0.8416241,0.60557866,0.48955798,0.56386197,0.61371386,0.59119064,0.6726468
ENSG00000114698,0.46639168,0.75322956,0.8177612,0.0,0.0,0.0,0.4046418,0.7976562
ENSG00000188313,0.98533064,0.8860027,0.44116908,0.0,0.59939575,0.0,0.0,0.45447168
ENSG00000163754,0.0,0.0,0.0,0.0,0.0,0.4566051,0.546605,0.0
ENSG00000047457,0.0,1.2418962,0.7883485,0.0,0.0,0.0,0.0,0.0
ENSG00000163762,0.20958298,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169908,1.4805461,1.8736342,0.0,0.0,0.0,0.0,1.0943642,1.0230756
ENSG00000018408,0.79725397,1.4537722,0.60097325,0.0,0.0,0.0,0.6928724,0.56170774
ENSG00000082996,0.5098077,0.5258226,0.61086524,0.0,0.9419292,0.11190276,0.38305533,0.63977665
ENSG00000070087,0.0,0.0,0.0,0.0,0.0,0.0,0.7153913,0.0
ENSG00000120742,0.9339291,1.0599406,0.95248705,1.2286427,1.3739537,0.6289592,0.78823376,0.8945078
ENSG00000144895,0.6761659,0.6350421,0.5513487,0.0,0.523219,0.62624574,0.5856172,0.5553213
ENSG00000198843,0.3522295,0.58435845,0.37946296,0.59439564,0.80519223,0.54573363,0.5381645,0.5963395
ENSG00000152601,1.0987027,1.372871,1.1012727,0.8971667,1.0411036,0.9555279,1.2186811,1.043381
ENSG00000181467,0.0,0.0,0.0,0.0,0.69176257,0.0,0.0,0.0
ENSG00000174953,0.599285,0.75322956,0.6206924,0.0,0.4936869,0.56454027,0.5450628,0.7168093
ENSG00000169282,0.0,0.0,0.0,0.0,0.0,1.0023158,0.2383554,0.0
ENSG00000114850,0.6922983,0.96245766,0.9969708,0.9198365,1.0501078,0.6783097,0.8174374,1.0073093
ENSG00000163660,0.765324,0.8719604,0.4572574,0.2858082,0.6452737,0.40779585,0.0,0.0
ENSG00000174891,0.0,0.0,0.40910256,0.0,0.3745302,0.0,0.3265536,0.40554845
ENSG00000079257,0.0,0.54271305,0.4553665,0.0,0.0,0.0,0.0,0.0
ENSG00000118849,0.0,0.0,1.8679011,0.0,0.0,0.0,0.0,0.0
ENSG00000118855,0.0,0.0,0.0,0.0,1.2920403,0.0,0.0,0.0
ENSG00000113810,0.0,0.62405217,0.2201733,0.0,0.0,0.0,0.3775928,0.0
ENSG00000186432,0.18150575,0.26796025,0.317208,0.0,0.46488965,0.0,0.40156192,0.0
ENSG00000114209,0.5884455,0.49477118,0.39962262,0.0,0.59976614,0.65084386,0.5483337,0.43073446
ENSG00000163536,0.0,0.0,0.0,0.0,0.0,0.7150735,0.0,0.0
ENSG00000173905,0.47836885,0.9379451,1.0255644,0.0,0.6316931,0.53771996,0.65235007,1.0632802
ENSG00000085276,0.0,1.1407918,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000008952,1.5968338,1.9467678,1.6923138,1.3103058,1.1613071,1.2687123,1.555737,1.7115642
ENSG00000136603,0.6528355,1.5481558,0.76593894,0.0,0.6026996,0.0,0.43430656,0.0
ENSG00000163584,0.8486334,0.46316883,0.7370825,0.73563635,0.80867994,0.58684623,0.22334623,0.7742234
ENSG00000075420,0.0,0.5258226,0.49011946,0.0,0.3895725,0.0,0.33681834,0.0
ENSG00000121858,1.1438482,0.8719604,0.39977235,0.0,0.0,0.0,0.0,0.0
ENSG00000177565,0.27620023,0.46316883,0.5569,0.0,0.49227962,0.4047913,0.5452617,0.5366263
ENSG00000114450,0.46913153,0.0,0.0,0.0,0.53642726,0.4193479,0.2859379,0.0
ENSG00000136522,0.0,0.0,0.0,0.0,0.3037272,0.49776903,0.35130468,0.31978545
ENSG00000136521,0.68794906,0.55834377,0.6160543,0.2176143,0.7014495,0.7592412,0.631603,0.68179375
ENSG00000163728,0.0,0.3908213,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114416,0.7805133,0.8686539,0.57936156,0.22936232,0.53838706,0.64638376,0.67098355,0.63977665
ENSG00000205981,0.45118678,0.49161893,0.60374033,0.0,0.0,0.6074552,0.67537117,0.6056816
ENSG00000176597,0.0,0.0,0.0,0.0,0.31783336,0.0,0.0,0.0
ENSG00000175193,0.0,0.0,0.0,0.0,0.17842397,0.0,0.0,0.0
ENSG00000161203,0.85695815,0.8148389,0.81986463,0.785805,1.0448222,1.196271,0.90602016,0.9320713
ENSG00000175166,0.28723925,0.0,0.40746674,0.0,0.49549997,0.6063257,0.507396,0.0
ENSG00000114867,0.37055385,0.4461814,0.30554646,0.0,0.4046753,0.0,0.0,0.0
ENSG00000177383,0.0,0.0,0.0,0.0,0.0,0.26636666,0.0,0.0
ENSG00000136527,0.6929728,0.62236744,0.552904,0.62102044,0.690297,0.6623222,0.46423066,0.6726468
ENSG00000244405,0.0,0.0,0.0,0.0,0.47696203,0.0,0.0,0.0
ENSG00000090520,0.0,0.0,0.0,0.0,0.29371202,0.0,0.0,0.0
ENSG00000156976,1.1917638,1.2488925,1.2527184,1.1044137,0.9109727,1.4227349,1.5654883,1.3265545
ENSG00000073849,0.0,0.48654372,0.0,0.0,0.2814762,0.0,0.0,0.0
ENSG00000113916,0.0,0.0,0.35362652,0.0,0.0,0.27082002,0.0,0.0
ENSG00000145012,0.7360325,0.95076156,0.82532704,0.0,0.4735273,2.1242337,1.934391,1.0428255
ENSG00000163347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0874058
ENSG00000152492,1.0068865,0.894166,0.616603,0.0,0.4958604,0.5502597,0.50965506,0.6447712
ENSG00000114315,0.6986555,0.0,0.0,0.0,0.0,1.0149833,0.27660888,0.40554845
ENSG00000133657,0.0,0.684998,0.0,0.0,0.4506386,0.0,0.0,0.0
ENSG00000114331,0.5516296,0.6410497,0.3880186,0.0,0.5793501,0.0,0.0,0.0
ENSG00000184203,0.4516945,0.44318616,0.396715,0.0,0.45968342,0.41489926,0.3825856,0.0
ENSG00000189058,0.0,0.0,2.8380806,0.0,0.0,0.0,0.0,5.9881744
ENSG00000072274,0.0,0.0,0.0,0.0,0.3137355,0.0,0.0,0.0
ENSG00000180370,0.9671002,0.9837553,0.6438975,0.87458503,1.0884172,0.57986253,0.5422607,0.654429
ENSG00000122068,0.32746142,0.26796025,0.33469105,0.0,0.29544815,0.42523882,0.35700744,0.0
ENSG00000182899,3.375939,3.1042142,2.9353204,3.249523,2.7790327,2.9175987,2.9652095,3.0536153
ENSG00000169020,1.2163756,1.2300228,1.2997508,1.1741753,1.3997142,1.7060146,1.6139188,1.2671983
ENSG00000243449,0.0,0.0,0.37159464,0.0,0.90331984,0.0,0.0,0.0
ENSG00000123933,0.5660498,0.7806094,0.48776,0.0,0.5095688,0.6608509,0.47808918,0.25987065
ENSG00000087266,0.0,0.38700745,0.0,0.0,0.44817394,0.0,0.0,0.0
ENSG00000087274,0.71002793,0.8899164,0.56639564,0.0,0.35993648,0.6286422,0.5557171,0.68179375
ENSG00000109736,0.34146863,0.0,0.36027718,0.0,0.37446642,0.43631876,0.3384381,0.44153532
ENSG00000163956,0.5548157,0.7662469,1.0486544,0.590348,0.8160861,0.7751227,1.1495659,0.9073107
ENSG00000163132,0.0,0.0,0.3427072,0.0,0.0,0.0,0.0,0.0
ENSG00000179010,1.0483897,1.104986,1.1732032,0.2996399,0.7515683,1.2691791,1.3598768,1.3402711
ENSG00000170871,0.0,0.0,0.0,0.0,0.0,0.0,0.27033716,0.37117603
ENSG00000170801,0.0,0.0,0.54970306,0.0,0.0,0.0,0.0,0.0
ENSG00000071127,0.5412085,0.5258226,0.0,0.0,0.83668494,1.2508378,1.1101413,0.0
ENSG00000038219,0.7647705,0.91527194,0.7280355,0.35943282,0.6241127,0.6229683,0.5657703,0.75862193
ENSG00000118564,0.0,0.3416839,0.0,0.0,0.30350935,0.0,0.0,0.0
ENSG00000237765,0.0,0.0,0.3959788,0.0,0.16660932,0.26597407,0.4043267,0.44153532
ENSG00000169744,1.2855352,0.9311854,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000002549,1.1547048,0.90178037,0.3690219,0.0,0.8962499,0.3839013,0.0,0.0
ENSG00000118579,0.31031525,0.41380203,0.22839257,0.0,0.0,0.0,0.0,0.0
ENSG00000145147,0.0,0.0,0.39573288,0.0,0.0,0.0,0.0,0.0
ENSG00000109606,0.0,0.0,0.0,0.0,0.28894603,0.0,0.0,0.0
ENSG00000109610,0.0,0.0,1.4298449,0.0,0.0,2.5305672,2.520322,1.2112433
ENSG00000250317,0.0,0.0,0.2635489,0.0,0.27516025,0.0,0.0,0.0
ENSG00000168214,0.35141814,0.50685734,0.62184125,0.0,1.3301764,0.5344747,0.4628197,0.49176693
ENSG00000109689,0.31351066,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169851,0.0,0.65781987,0.0,0.0,0.0,0.0,0.69455016,0.0
ENSG00000065882,0.0,0.0,0.0,0.0,0.36358804,0.70786536,0.491036,0.0
ENSG00000109787,0.6920989,1.1109403,0.45445067,0.0,0.44946444,0.0,0.0,0.0
ENSG00000174125,0.0,0.0,0.0,0.0,0.40587386,0.0,0.0,0.0
ENSG00000197712,0.0,0.4268512,0.9020648,0.0,0.0,0.0,0.5940956,0.64459914
ENSG00000035928,0.6007203,0.7371818,0.52197564,0.0,0.30917162,0.38492388,0.52446824,0.61595625
ENSG00000163682,3.333458,3.1818807,2.8627987,2.9312935,2.8532243,3.0600672,3.014296,2.9526381
ENSG00000109814,0.0,0.0,0.5300299,0.0,0.0,0.0,0.0,0.0
ENSG00000163683,0.0,0.55211323,1.1165097,0.0,0.0,0.45733714,0.6647121,0.5553213
ENSG00000078140,0.4382618,0.3801564,0.4454346,0.0,0.54256976,0.45476896,0.4002263,0.41804907
ENSG00000163694,0.0,0.0,0.0,0.0,0.65277475,0.0,0.0,0.0
ENSG00000163697,0.36605462,0.3974298,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000064042,0.0,0.8828177,0.0,0.0,0.0,0.0,0.811493,0.0
ENSG00000109133,0.0,0.0,0.0,0.0,0.35465944,0.0,0.0,0.0
ENSG00000169019,0.0,0.0,0.0,0.0,0.34354496,0.0,0.0,0.0
ENSG00000145246,0.0,0.59714645,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000109171,0.0,0.0,0.24427474,0.0,0.0,0.27895892,0.43566167,0.0
ENSG00000075539,0.70912135,0.55895233,0.0,0.0,0.0,0.0,0.2821899,0.0
ENSG00000109180,0.98444504,1.2000207,0.85149765,0.7977506,0.7185025,0.8188766,0.9184713,1.0226574
ENSG00000145247,0.58899814,0.6774265,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163069,0.0,0.0,0.5554716,0.0,0.0,0.56692314,0.73722446,0.62276775
ENSG00000134853,0.0,0.0,1.2271955,0.0,0.0,0.0,0.0,0.0
ENSG00000128052,0.23925132,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134851,0.55940163,0.6421999,0.57555103,0.0,0.56956834,0.61697674,0.5059797,0.37536228
