,Acinar-mix,Activated stellate cells,Alpha cells,Beta cells,Delta cells,Ductal cells,Endothelial cells,Gamma cells,Idling acinar cells,MUC5B+ ductal cells,Macrophages,Quiescent stellate cells,Secretory acinar cells,Stressed beta cells
ENSG00000196704,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9432998162049514
ENSG00000141552,0.0,0.0,0.8173477420440087,0.7556837934714097,0.7752580596850469,0.0,0.0,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.7169335392805246
ENSG00000129055,0.0,0.0,0.7984444361466628,0.7692307692307693,0.770593001292302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7790730595588684
ENSG00000166295,0.0,0.0,0.7569504884573129,0.7631834470308744,0.7283881673446069,0.0,0.0,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.7171812332593478
ENSG00000089053,0.0,0.0,0.7692307692307693,0.7711792679933401,0.789230438379141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7896956893113943
ENSG00000154122,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,0.0,0.9641070274206308,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000167522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000101745,0.0,0.0,0.7456518274087173,0.7075319977907034,0.6957499384880066,0.0,0.0,0.7644259975506709,0.0,0.0,0.0,0.0,0.0,0.6923076923076923
ENSG00000140350,0.0,0.0,0.9440629115471473,0.0,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000136938,0.0,0.0,0.8007934185174795,0.7430929495738103,0.7658976637400113,0.0,0.0,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.7468588948249817
ENSG00000103254,0.0,0.0,0.8829259734887344,0.8461538461538461,0.8754602762369009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000122359,0.0,0.0,0.8562720555525559,0.7826985579270583,0.7772559340183551,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000182718,0.0,0.0,0.8901931460087116,0.7692307692307693,0.7747960870082562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7960128417381873
ENSG00000196975,0.0,0.0,0.8461538461538461,0.0,0.0,0.9108534042651837,0.0,0.0,0.0,0.9160895118346581,0.0,0.0,0.0,0.0
ENSG00000164111,0.0,0.0,0.7332131404143113,0.6923076923076923,0.7331620729886569,0.0,0.0,0.7280428730524503,0.0,0.0,0.0,0.0,0.0,0.7063355354162363
ENSG00000197043,0.0,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,0.9561985089228704,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138279,0.0,0.0,0.815448114505181,0.7154218095999497,0.7389112023206857,0.0,0.0,0.7039170907093928,0.0,0.0,0.0,0.0,0.0,0.6923076923076923
ENSG00000148120,0.0,0.0,0.8552174155528729,0.9008144231942984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461
ENSG00000106367,0.0,0.0,0.896205723285675,0.8461538461538461,0.8765175159160907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000182287,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000006125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000161203,0.0,0.0,0.7987948243434613,0.7041059915836041,0.7974702073977544,0.0,0.0,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.718483214194958
ENSG00000042753,0.0,0.0,0.8413321513396043,0.7816304564476013,0.8370801027004535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693
ENSG00000065000,0.0,0.0,0.9267075382746183,0.0,0.8705254793167114,0.0,0.0,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117362,0.0,0.0,0.8456741892374479,0.7782803040284377,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8220628545834467
ENSG00000105290,0.0,0.0,0.7614766680277311,0.6923076923076923,0.6970440470255338,0.0,0.0,0.833495726952186,0.0,0.0,0.0,0.0,0.0,0.7091814096157367
ENSG00000084234,0.0,0.0,0.7521682794277484,0.7093307238358718,0.7937530737656814,0.0,0.0,0.7997152667779189,0.0,0.0,0.0,0.0,0.0,0.6923076923076923
ENSG00000091583,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142192,0.0,0.0,0.7722479242544907,0.7090568038133475,0.7501140328554007,0.0,0.0,0.7847784895163316,0.0,0.0,0.0,0.0,0.0,0.6923076923076923
ENSG00000198931,0.0,0.0,0.858443925013909,0.7871915239554185,0.8379807930726272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693
ENSG00000165272,0.0,0.0,0.0,0.0,0.926267316708198,0.0,0.0,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143761,0.0,0.0,0.7421982517609229,0.6923076923076923,0.7052405018072861,0.0,0.0,0.6975016410534198,0.0,0.0,0.0,0.0,0.0,0.7184539987490728
ENSG00000134287,0.0,0.0,0.7973014574784499,0.7279511369191684,0.7688221152012165,0.0,0.0,0.7813737575824444,0.0,0.0,0.0,0.0,0.0,0.6923076923076923
ENSG00000168374,0.0,0.0,0.7299930728398837,0.700062843469473,0.7195614255391635,0.0,0.0,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.8017744055161109
ENSG00000004059,0.0,0.0,0.8104065519112807,0.7752157128774203,0.8435518970856299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693
ENSG00000242247,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112379,0.0,0.0,0.9230769230769231,0.0,0.9249470509015597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132254,0.0,0.0,0.9747982621192932,0.0,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000081181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000134884,0.0,0.0,0.9268116859289316,0.8461538461538461,0.8577346618358905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138639,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000100852,0.0,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,0.9627174597520095,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000141522,0.0,0.0,0.8640122000987713,0.7750807725466214,0.8322768211364746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693
ENSG00000054267,0.0,0.0,0.0,0.9230769230769231,0.9633927207726699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000150347,0.0,0.0,0.0,0.8461538461538461,0.868319924061115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8954049761478717
ENSG00000120805,0.0,0.0,0.7939684849518996,0.7692307692307693,0.7808181689335749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8039889564880958
ENSG00000214087,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000213465,0.0,0.0,0.8598229610002958,0.7840737287814801,0.8029327209179218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693
ENSG00000102931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000138175,0.0,0.0,0.7682931973383977,0.7120228226368244,0.7614177511288569,0.0,0.0,0.7472614370859586,0.0,0.0,0.0,0.0,0.0,0.6923076923076923
ENSG00000122644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000162980,0.0,0.0,0.8461538461538461,0.8565619450349075,0.9027443803273715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170540,0.0,0.0,0.7483044954446646,0.6936401678965642,0.7120143450223483,0.0,0.0,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.8029229457561786
ENSG00000182196,0.0,0.0,0.7718085325681247,0.7622059629513667,0.7740844625693101,0.0,0.0,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.7501368568493769
ENSG00000144746,0.0,0.0,0.8120942620130686,0.7905975350966821,0.7957399716744056,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000102401,0.0,0.0,0.7839382061591516,0.7931371835561899,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8141753719403193
ENSG00000241685,0.0,0.0,0.8016105752724868,0.7630232939353356,0.7800584481312678,0.0,0.0,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.7026365582759564
ENSG00000130429,0.0,0.0,0.8851322531700134,0.8461538461538461,0.8843476588909442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163466,0.0,0.0,0.7873552624995892,0.6977373728385339,0.7687050837736863,0.0,0.0,0.7379480279408969,0.0,0.0,0.0,0.0,0.0,0.6923076923076923
ENSG00000111229,0.0,0.0,0.84132287135491,0.7746858826050391,0.82901865702409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693
ENSG00000241553,0.0,0.0,0.8660575701640203,0.7733125549096328,0.8122182350892287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693
ENSG00000162704,0.0,0.0,0.8192182779312134,0.7259808503664457,0.7729283983890827,0.0,0.0,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.6958311933737534
ENSG00000136950,0.0,0.0,0.8216618024385892,0.7692307692307693,0.7988335673625653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8110236800633944
ENSG00000128989,0.0,0.0,0.7379084367018479,0.7098191380500793,0.6923076923076923,0.0,0.0,0.6926679198558514,0.0,0.0,0.0,0.0,0.0,0.7841359101808988
ENSG00000004848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000104763,0.0,0.0,0.8202774478838994,0.7412067972696744,0.7756368701274579,0.0,0.0,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.7305900592070359
ENSG00000153317,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116539,0.0,0.0,0.8168751184756939,0.7692307692307693,0.7749411372038034,0.0,0.0,0.8414475688567529,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198363,0.0,0.0,0.8742867983304538,0.7692307692307693,0.7839444967416617,0.0,0.0,0.8503694671850938,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000174939,0.0,0.0,0.9081015174205487,0.8461538461538461,0.8913571100968581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000128272,0.0,0.0,0.7584101741130536,0.7044597772451547,0.7268226467646085,0.0,0.0,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.8351941842299241
ENSG00000123395,0.0,0.0,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9289412498474121
ENSG00000144848,0.0,0.0,0.8260270769779499,0.7692307692307693,0.7923006231968219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7821244047238276
ENSG00000142102,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000177556,0.0,0.0,0.8501403515155499,0.7956184148788452,0.8292761490895197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693
ENSG00000163399,0.0,0.0,0.7889932164779077,0.7203882520015423,0.7431519627571106,0.0,0.0,0.7492542679493244,0.0,0.0,0.0,0.0,0.0,0.6923076923076923
ENSG00000143153,0.0,0.0,0.7785423535567063,0.739577435530149,0.759480173771198,0.0,0.0,0.703216763643118,0.0,0.0,0.0,0.0,0.0,0.6923076923076923
ENSG00000069849,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000070961,0.0,0.0,0.8519359185145452,0.7692307692307693,0.8104305588282071,0.0,0.0,0.8032437012745783,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000156411,0.0,0.0,0.8015100268217233,0.783187462733342,0.8070390912202688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693
ENSG00000173915,0.0,0.0,0.8151501371310308,0.7722924259992746,0.7908077881886408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693
ENSG00000071553,0.0,0.0,0.7794952255028945,0.6941769535724933,0.7097113178326533,0.0,0.0,0.7134204736122718,0.0,0.0,0.0,0.0,0.0,0.6923076923076923
ENSG00000182220,0.0,0.0,0.7609743430064275,0.6923076923076923,0.7046249508857727,0.0,0.0,0.7050676254125742,0.0,0.0,0.0,0.0,0.0,0.7171745162743789
ENSG00000117410,0.0,0.0,0.8046048146027786,0.7551837380115802,0.774923718892611,0.0,0.0,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.76658440553225
ENSG00000159720,0.0,0.0,0.8534763547090384,0.7692307692307693,0.8203487533789414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8017581242781419
ENSG00000113732,0.0,0.0,0.777131777543288,0.7353358222888067,0.7476766338715186,0.0,0.0,0.6928504613729624,0.0,0.0,0.0,0.0,0.0,0.6923076923076923
ENSG00000171130,0.0,0.0,0.7925348832057073,0.8455659655424265,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7927270119006817
ENSG00000114573,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000147416,0.0,0.0,0.9227317709189194,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8621095831577594
ENSG00000100554,0.0,0.0,0.8183259918139532,0.8053510555854211,0.8463978079649118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693
ENSG00000131100,0.0,0.0,0.7568128429926358,0.705090738259829,0.7305169013830332,0.0,0.0,0.6998820396570059,0.0,0.0,0.0,0.0,0.0,0.6923076923076923
ENSG00000128524,0.0,0.0,0.7604263562422532,0.7111380237799424,0.71868497133255,0.0,0.0,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.7068630686173072
ENSG00000136888,0.0,0.0,0.7282350430121789,0.717241488970243,0.7232084136742812,0.0,0.0,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.7187954324942368
ENSG00000047249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000054793,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138085,0.0,0.0,0.7885502714377183,0.7219698245708759,0.7601250455929682,0.0,0.0,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.7117810937074515
ENSG00000085224,0.0,0.0,0.7807107430237991,0.7692307692307693,0.7978664911710299,0.0,0.0,0.8505179331852839,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000130638,0.0,0.0,0.871209768148569,0.0,0.8821011873391958,0.0,0.0,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115307,0.0,0.0,0.8433621846712552,0.7697867934520428,0.8008812849338238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693
ENSG00000175756,0.0,0.0,0.8407257795333862,0.7930709077761724,0.8231293559074402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693
ENSG00000163512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000149541,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000108641,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000105393,0.0,0.0,0.8745064781262324,0.8461538461538461,0.8868153507892902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000002330,0.0,0.0,0.8676044299052312,0.7791840250675495,0.8137531326367304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693
ENSG00000107262,0.0,0.0,0.7835065860014695,0.7258662902391874,0.7548178342672495,0.0,0.0,0.6936532121438247,0.0,0.0,0.0,0.0,0.0,0.6923076923076923
ENSG00000175334,0.0,0.0,0.8332514579479511,0.7717820222561176,0.7956748237976661,0.0,0.0,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.7291366412089422
ENSG00000087088,0.0,0.0,0.9137361783247727,0.8461538461538461,0.8705463409423828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000214413,0.0,0.0,0.0,0.8461538461538461,0.8607631371571467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8774266609778771
ENSG00000114439,0.0,0.0,0.775573207781865,0.7692307692307693,0.8096789488425622,0.0,0.0,0.8365704784026513,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187244,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000185825,0.0,0.0,0.8205753381435688,0.7054366010885972,0.7941373128157395,0.0,0.0,0.7198519706726074,0.0,0.0,0.0,0.0,0.0,0.6923076923076923
ENSG00000116752,0.0,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9578414788612952
ENSG00000171552,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000106635,0.0,0.0,0.825868716606727,0.7764167281297537,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8438706948206975
ENSG00000029363,0.0,0.0,0.7869307765593896,0.6976616290899423,0.7333259490820078,0.0,0.0,0.7265298825043899,0.0,0.0,0.0,0.0,0.0,0.6923076923076923
ENSG00000133169,0.0,0.0,0.7272086372742286,0.7113344440093408,0.7553500578953669,0.0,0.0,0.7272553627307599,0.0,0.0,0.0,0.0,0.0,0.6923076923076923
ENSG00000133134,0.0,0.0,0.7274355108921344,0.7126859288949233,0.7266075977912316,0.0,0.0,0.7063095386211689,0.0,0.0,0.0,0.0,0.0,0.6923076923076923
ENSG00000166681,0.0,0.0,0.8056783492748554,0.7692307692307693,0.8168046382757334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7706652604616605
ENSG00000102409,0.0,0.0,0.737908239548023,0.6967361982052143,0.7673471249066867,0.0,0.0,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.7064374593588022
ENSG00000122870,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135441,0.0,0.0,0.8576745986938477,0.7932186493506799,0.8239601712960464,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196072,0.0,0.0,0.7986892966123728,0.7692307692307693,0.7746679782867432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7898664612036485
