,Ascending vasa recta endothelium,B cell,CD4 T cell,CD8 T cell,Connecting tubule,Descending vasa recta endothelium,Distinct proximal tubule 1,Distinct proximal tubule 2,Epithelial progenitor cell,Fibroblast,Glomerular endothelium,Indistinct intercalated cell,MNP-a/classical monocyte derived,MNP-b/non-classical monocyte derived,MNP-c/dendritic cell,MNP-d/Tissue macrophage,Mast cell,Myofibroblast,NK cell,NKT cell,Neutrophil,Pelvic epithelium,Peritubular capillary endothelium 1,Peritubular capillary endothelium 2,Plasmacytoid dendritic cell,Podocyte,Principal cell,Proliferating Proximal Tubule,Proximal tubule,Thick ascending limb of Loop of Henle,Type A intercalated cell,Type B intercalated cell
ENSG00000134744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7992143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000121310,0.0,0.0,0.0,0.0,0.0,0.0,0.40418467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116171,0.0,0.0,0.0,0.0,1.057645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5360444,1.4157653
ENSG00000162385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8676576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6698992,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000230138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0292261,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116209,0.0,0.0,0.0,0.0,2.0462403,0.0,1.5140793,0.0,2.0534363,2.3249037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7638166,0.0,0.0,1.1603731,1.7238681,1.912787,0.0,0.0,0.0,2.0862763,2.0536163
ENSG00000143001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6956566,0.0
ENSG00000162407,1.7055668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2189652,3.2426786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2884874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6522744,0.0,0.0,0.0,0.0,0.0
ENSG00000184292,0.0,0.0,0.0,0.0,1.9061853,0.0,1.2110527,0.0,2.7796192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6241293,0.0,0.0,0.0,0.0,2.5218186,0.0,0.0,0.0,0.0,1.0352715
ENSG00000177606,2.8101737,4.028155,3.787381,3.8310902,2.8697164,0.0,2.5899377,1.7619747,2.018126,0.0,3.0511143,0.0,0.0,0.0,2.3555238,0.0,3.8530228,2.3936636,2.7200477,2.8923597,0.0,0.0,2.9184804,2.511112,0.0,0.0,0.0,0.0,0.0,0.0,2.09542,2.8435485
ENSG00000162599,0.0,0.0,0.0,0.0,0.0,0.0,0.6052841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6709539,0.0,0.0,0.0,0.0,0.0
ENSG00000162434,0.0,0.0,0.0,0.0,0.0,0.0,0.3272922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5981739,0.0,0.0,0.0,0.0,0.0,0.8092487,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000213625,0.0,0.0,0.0,0.0,0.81487393,0.0,1.3876108,0.0,1.2498615,0.0,1.3349351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7386572,1.040417,0.0,0.0,0.0,0.0,0.0
ENSG00000142864,0.0,0.0,0.0,0.0,1.2578306,0.0,1.2438153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5011616,0.0,1.2313545,0.0,0.0,0.0,0.77516955,1.0582998
ENSG00000116717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2434664
ENSG00000116754,0.0,0.0,0.0,0.0,1.1550314,0.0,0.94505084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2090092,0.0,0.9246958,0.0,0.0,0.0,0.76793575,1.0388762
ENSG00000050628,0.0,0.0,0.0,0.0,0.90515715,0.0,0.0,0.0,0.0,0.0,0.0,1.8842956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.801106,0.55105233
ENSG00000132485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8168351,0.0,0.3505453,0.0,0.0,0.0,0.0,0.0
ENSG00000116791,0.0,0.0,0.0,0.0,0.8514719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117054,0.0,0.0,0.0,0.0,0.68254346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.036004,1.354644
ENSG00000230027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9759893,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000273338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2311618,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000122420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41867065
ENSG00000162618,1.6964122,0.0,0.0,0.0,0.0,1.4930514,0.0,0.0,0.0,0.0,1.3430952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1366544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000234184,0.0,1.6348754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000174021,0.0,0.0,0.0,0.0,1.1016884,0.0,0.933769,0.0,0.0,0.0,0.0,0.0,0.0,1.274057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1423566,0.0,0.0,0.0,1.0061339,1.0921214
ENSG00000097033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32595477,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000183291,0.0,0.0,0.0,0.0,1.0133063,0.0,0.78118837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93015116,0.0,0.98503166,0.0,0.0,0.0,0.9215731,0.94533986
ENSG00000143013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8676576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000069702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2168177,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000122406,0.0,3.1182864,2.8197627,2.5946257,2.6854727,2.3675466,2.8333783,2.5926213,2.6502476,3.4128423,0.0,3.1565926,2.6512437,2.5935838,3.053455,2.4052,3.1659932,2.6413143,2.483739,2.7965837,0.0,3.4578285,0.0,2.5550377,3.054059,0.0,2.397994,0.0,1.8591983,2.960175,2.962519,3.2710066
ENSG00000117500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62064976,0.0,0.0,0.0,0.0,0.0
ENSG00000137962,1.4365491,0.0,0.0,0.0,0.0,0.0,1.3772742,0.0,1.5606165,0.0,1.3536934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7155915,1.087471,0.0,0.0,1.0288548,0.0,0.0,0.0,0.0,0.0
ENSG00000117525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9759893,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117519,2.0392044,0.0,0.0,0.0,1.1155618,0.0,1.0746872,1.277406,0.0,0.0,2.37297,0.672697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1699622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1908895,1.2378321
ENSG00000099260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7871908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162692,0.0,0.0,0.0,0.0,0.0,0.0,2.1864476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2047434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9480763,0.0,0.0,0.0,0.0,0.0,0.0,0.6882829
ENSG00000121957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6014667
ENSG00000134202,0.0,0.0,0.0,0.0,1.6410034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8424062,0.0,0.0,2.379367,0.0,0.0
ENSG00000168710,0.0,0.0,0.0,0.0,0.7501504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134248,0.0,0.0,0.0,0.0,1.4931406,0.0,1.4318595,1.6728128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8224118,0.0,2.4049706,0.0,1.5285907,1.3978803
ENSG00000143119,0.0,1.6665152,0.0,1.4614842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90704894,1.4706467,1.2814741,0.0,0.0,0.0,1.8824364,1.5980291,0.0,0.0,0.0,0.0,1.4876336,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116459,0.0,0.0,0.0,0.0,1.2733155,0.0,0.0,0.0,0.0,0.0,0.0,0.7594946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5421103,1.3464099
ENSG00000143110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7730503,1.8979421,1.8994479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1020911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000155366,0.0,0.0,0.0,0.0,0.0,1.6632725,0.38142085,0.0,0.0,0.0,0.0,0.0,0.0,1.303175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1710427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1123564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000009307,0.0,0.0,0.0,0.0,0.9954355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0657897
ENSG00000134198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1948572,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163399,0.0,0.0,0.0,0.0,2.1803377,0.0,0.92702067,0.0,2.0662255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9934961,0.0,0.0,1.5635438,0.0,0.0,0.0,1.861221,1.1878378
ENSG00000116815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5651463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116824,0.0,0.0,1.8111874,2.036882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.692965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134240,0.0,0.0,0.0,0.0,1.1270446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0307256,0.0,0.0,0.0,0.0,0.0
ENSG00000196369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2168177,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000276216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78928137,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000265491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3515173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000265241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9399366
ENSG00000265972,2.662588,2.669228,2.2520304,2.193677,2.6309242,2.1248825,2.259169,0.0,1.5164864,2.3249037,3.2082133,0.0,1.867016,1.9898533,1.9789169,0.0,0.0,2.4196038,2.9240203,2.7815413,0.0,0.0,3.109858,1.3724678,0.0,2.1873305,1.8303709,0.0,0.0,0.0,2.2810903,2.1787817
ENSG00000270629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3439445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32595477,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000266472,0.0,0.0,0.0,0.0,1.1034803,0.0,0.0,0.0,0.0,0.0,0.0,1.6942763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7075103,0.0,0.0,0.0,0.0,0.9418894
ENSG00000143384,0.0,0.0,0.0,0.0,0.71094805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.025889,1.4728668,1.5886987,0.0,0.0,0.0,0.0,0.0,2.97665,0.0,0.0,0.0,2.0831594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143420,0.0,0.0,0.0,0.0,0.9512001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8767385
ENSG00000163131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.303741,3.3701549,1.9056381,0.0,0.0,0.0,0.0,0.0,2.743088,0.0,0.0,0.0,1.5442218,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6844131
ENSG00000159377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2272968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143442,0.0,0.0,0.0,0.0,0.0,0.0,0.49316865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197747,2.2288938,0.0,1.7144705,0.0,1.9816875,1.4452453,2.1990852,0.0,2.4883819,0.0,0.0,2.5449064,2.53578,2.0763676,0.0,0.0,0.0,0.0,0.0,1.6845113,0.0,0.0,2.050332,2.4347575,0.0,2.0610242,2.30796,0.0,0.0,2.4956908,2.036882,0.0
ENSG00000163191,0.0,0.0,0.0,0.0,1.9950235,0.0,2.1816113,0.0,2.5053098,0.0,0.0,2.3704696,2.8289578,3.0535467,2.1729655,2.0613234,0.0,0.0,0.0,0.0,4.3057685,2.970362,0.0,2.0485642,0.0,0.0,2.7519834,0.0,0.0,0.0,1.9999025,1.1248512
ENSG00000163220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9085455,1.9850532,0.0,0.0,0.0,0.0,0.0,0.0,5.6712217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.313358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.964363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5505605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.408168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197956,3.632091,0.0,2.210851,2.1706495,3.3914921,3.831826,3.2285228,2.7313166,4.0846796,4.245059,3.1807747,3.1686804,3.7728736,3.587919,2.0723095,0.0,3.1826577,3.19537,0.0,2.3628883,3.731297,4.5100117,3.2317328,4.307361,1.8466401,4.465653,3.8454792,0.0,0.0,3.9595964,2.7834363,2.9259381
ENSG00000196154,0.0,0.0,3.0247395,2.7366521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7938213,3.8374283,2.3172603,0.0,2.614685,1.5962887,2.6044323,3.166973,3.2973788,0.0,0.0,2.5018032,0.0,0.0,1.1432554,0.0,0.0,0.0,0.0,0.0
ENSG00000196754,0.0,0.0,0.0,0.0,1.7347597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9006252,0.0,0.0,0.0,0.0,1.5468452
ENSG00000188643,0.0,0.0,0.0,0.0,0.0,0.0,0.83784616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7465133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000189334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17701249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000189171,0.0,0.0,0.0,0.0,1.0492932,0.0,1.6679124,0.0,1.799762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0914637,0.0,0.0,1.5431828,0.0,0.0,0.0,0.0,1.443142
ENSG00000160678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1261154,0.0,0.0,0.0,0.0,0.0
ENSG00000169418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0188719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4028094,0.0,0.0,0.0,0.0,0.0,0.0,0.9639101
ENSG00000143545,0.0,0.0,0.0,0.0,0.9035527,0.0,0.8883805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7231613,0.0,0.0,0.0,1.0641084,0.9077957
ENSG00000177954,3.4859283,5.224175,5.133391,5.00494,3.427483,3.8622763,3.7291448,3.5486827,3.6661468,3.414134,3.4997697,4.3349514,4.135983,4.3598194,4.311214,3.4082158,4.658517,3.5735257,4.371029,4.9198265,0.0,3.9627252,3.5768986,3.8651574,4.755208,2.846361,3.437983,3.3717477,3.4083335,3.5753243,3.8550537,4.2278194
ENSG00000143549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4419315,1.7387861,1.0409195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2621232,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77516955,0.48155847
ENSG00000143603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0318877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143537,0.0,0.0,0.0,0.0,0.0,1.0477883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.477722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000179085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.642424,0.0
ENSG00000163463,0.0,0.0,0.0,0.0,0.69545513,0.0,1.0168861,0.0,0.67467374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1497797,1.1266112,0.0,0.98369837,0.0,0.0,0.0,0.0,0.99737537
ENSG00000185499,0.0,0.0,0.0,0.0,0.93838686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.310632,0.0,0.0,0.0,1.0498159,0.0
