clusterName,NSForest_markers,f_score,onTarget,precision,recall
regular atrial cardiac myocyte,"['MYL7', 'KCNJ3']",0.7620843145529042,1.0,0.8961184473789516,0.476813013669463
neural cell,['NRXN1'],0.7725298879536804,1.0,0.7846447046011434,0.727594041908609
fibroblast,['ABCA6'],0.6684263490439976,1.0,0.6649271366679795,0.6827994135589222
unknown,"['DCN', 'LAMA2', 'RYR2']",0.2699693432260512,0.1348161548376083,0.3300976800976801,0.1561768868605759
epicardial adipocyte,['GPAM'],0.852939060364055,1.0,0.939009900990099,0.6241116083179784
smooth muscle cell,"['MYH11', 'ACTA2']",0.6505447781025777,1.0,0.9156536375537684,0.3014407092722571
pericyte,['EGFLAM'],0.738681393103647,1.0,0.821287673976169,0.5267545211672832
endothelial cell of artery,"['HEY1', 'IGFBP3']",0.5326839790364166,1.0,0.6480114801148011,0.3111679873997145
endothelial cell,"['ST6GALNAC3', 'EMCN', 'LDB2']",0.2955799297847751,0.2687884271144867,0.3326788563013866,0.2044032270225439
capillary endothelial cell,"['RGCC', 'CLDN5']",0.6632324684415505,0.7335864305496216,0.7281753707285622,0.4888415658165827
vein endothelial cell,['ACKR1'],0.6694023702389251,1.0,0.7324895977808599,0.4978788592976667
endothelial cell of lymphatic vessel,"['CCL21', 'MMRN1']",0.7081911262798635,1.0,0.9920318725099602,0.3302387267904509
mesothelial cell,['ITLN1'],0.7853757616790792,1.0,0.8300536672629696,0.6462395543175488
CD14-positive monocyte,"['S100A12', 'ENSG00000257764']",0.5507976490344249,1.0,0.6444007858546169,0.348380244291025
monocyte,"['LST1', 'JUND']",0.2577433628318584,0.232544332742691,0.3286318758815232,0.1383610451306413
macrophage,['VSIG4'],0.586792513923067,1.0,0.6152605669665592,0.4951502732240437
dendritic cell,"['NUCKS1', 'HMGB2']",0.2553542009884679,0.8306961059570312,0.62,0.0761670761670761
mast cell,"['CPA3', 'NTM']",0.7557748374074905,1.0,0.9245541838134432,0.4368114063512637
B cell,['HLA-DPA1'],0.2334630350194552,0.2271939218044281,0.5562913907284768,0.0702928870292887
mature NK T cell,"['CD7', 'KLRD1']",0.271164952810255,0.49219810962677,0.2732434350603264,0.2631578947368421
natural killer cell,"['FGFBP2', 'KLRB1', 'GZMB']",0.6989815526518063,1.0,0.8584070796460177,0.4010474090407938
regular ventricular cardiac myocyte,"['FHL2', 'TRDN-AS1']",0.8725618418587392,0.8689088821411133,0.904094614333506,0.7657336238616319
