clusterName,NSForest_markers,f_score,onTarget,precision,recall
Stromal Cells,['DCN'],0.8613376835236541,1.0,0.9044967880085651,0.7232876712328767
Lymphatic  Cells,['CCL21'],0.9130582634323284,1.0,0.9465334900117508,0.7999006951340616
Vein,"['ACKR1', 'C7']",0.8560783294341912,1.0,0.9657869012707724,0.5886207923741436
Artery,['IGFBP3'],0.742217367558711,1.0,0.8409653465346535,0.5050167224080268
Capillary,"['BTNL9', 'HYAL2']",0.6983136983136983,0.8337994813919067,0.8250545851528385,0.4325368436113893
Neutrophils,"['CSF3R', 'IL1R2']",0.745930644019816,0.6069543957710266,0.8849706129303107,0.4580617122990004
Basophil and Mast Cells,"['TPSAB1', 'TPSB2']",0.9721869443738888,1.0,0.9764030612244898,0.9556803995006242
B Cells,['CD79A'],0.6303236797274276,1.0,0.669683257918552,0.5103448275862069
T Cells,['CD3D'],0.8414349877764512,1.0,0.9322834645669292,0.6054407854366947
Natural Killer Cells,"['NKG7', 'GZMB', 'PRF1']",0.8696299236035321,1.0,0.92457805907173,0.7026052104208417
Monocytes,"['FCN1', 'FGL2']",0.8226355776788054,1.0,0.9415292353823088,0.546562228024369
Macrophage and Dendritic Cells,"['C1QB', 'MRC1', 'MS4A6A']",0.5385115137515339,0.4468803703784942,0.6152577319587629,0.3592583674452203
Macrophages,"['FABP4', 'MARCO']",0.8941914563654307,1.0,0.9271531246193204,0.7828636083110471
AT2,"['SFTPA2', 'SFTPA1']",0.9904019350522362,1.0,0.9942651959391388,0.9752445142654436
Proliferating Macrophage,"['NUSAP1', 'PBK']",0.8048780487804879,1.0,0.9198606271777005,0.5365853658536586
Other Epithelial Cells,"['KLK11', 'TSPAN8']",0.6928327645051194,1.0,0.8458333333333333,0.401980198019802
Ciliated Cells,"['CAPS', 'SPMIP6']",0.9562200224512706,1.0,0.9994666666666666,0.815137016093954
AT1,['AGER'],0.9145255297621592,1.0,0.9329117604302952,0.8476983026220197
