,ABCs,Alveolar macrophages,Classical monocytes,Cycling,Cycling T&NK,DC1,DC2,Erythrophagocytic macrophages,ILC3,Intermediate macrophages,Intestinal macrophages,MAIT,MNP/B doublets,MNP/T doublets,Mast cells,Memory B cells,NK_CD16+,NK_CD56bright_CD16-,Naive B cells,Nonclassical monocytes,Plasma cells,Plasmablasts,Progenitor,T/B doublets,T_CD4/CD8,Teffector/EM_CD4,Tem/emra_CD8,Tfh,Tgd_CRTAM+,Tnaive/CM_CD4,Tnaive/CM_CD4_activated,Tnaive/CM_CD8,Tregs,Trm/em_CD8,Trm_Tgd,Trm_Th1/Th17,Trm_gut_CD8,migDC,pDC
ENSG00000228794,0.0,0.0,0.0,0.0,0.0,0.3738997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000188976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22437409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000188290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3951881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187608,0.0,0.6876676,0.0,0.39254612,0.72685504,0.38368502,0.32512355,0.0,0.0,0.0,0.0,0.0,0.0,0.79011923,0.0,0.0,0.0,0.0,0.0,0.7919321,0.0,0.082880355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77428025,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8309622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0030825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9069151,0.0,1.8940945,0.0,0.0,0.0,0.0
ENSG00000186827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2169745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9936689,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000078808,0.0,0.48493758,0.0,0.632136,0.6925355,0.0,0.42848542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5642295,0.65036875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.588995,0.0,0.0,0.0,0.0,0.349172,0.0
ENSG00000160087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07304998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000127054,0.31062475,0.0,0.0,0.0676285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07213361,0.3238079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000175756,0.0,0.68744016,0.6824952,0.8969755,0.93881434,0.46542943,0.70335114,0.53180933,0.0,0.84745026,0.0,0.0,0.0,0.6378769,0.0,0.0,0.0,0.0,0.0,0.7022964,0.7924935,1.2921994,0.47383118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5275707,0.745348
ENSG00000242485,0.0,0.6665622,0.0,0.5157478,0.0,0.3200435,0.6184727,0.0,0.0,0.5950239,0.0,0.0,0.0,0.46494472,0.0,0.0,0.0,0.0,0.0,0.0,0.4474399,0.9829544,0.27626783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5847256,0.6263132
ENSG00000197785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2692669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000160075,1.0039995,0.7787809,0.6380033,0.68218577,0.20163034,0.5415685,0.7287284,0.0,0.3748248,0.0,0.0,0.0,1.0599062,0.75495833,0.0,0.0,0.0,0.0,0.0,0.6924978,0.36390883,0.7504461,0.38072965,0.0,0.0,0.6653543,0.0,0.0,0.0,0.8241052,0.0,0.9749302,0.21404713,0.0,0.0,0.0,0.0,0.35987642,0.6574612
ENSG00000248333,0.0,0.0,0.0,0.13084044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000008128,0.17905611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000008130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63105094
ENSG00000078369,0.32617503,0.88509476,0.98722816,0.80081666,0.71446085,0.81829166,0.78265536,0.0,0.0,0.8886499,0.8932708,0.0,0.0,0.5570352,0.0,0.0,0.0,0.0,0.0,0.8383328,0.267614,0.35087353,0.43495208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77559555,0.87455976
ENSG00000162585,0.31062475,0.25378627,0.0,0.40653792,0.38988888,0.40919966,0.41264158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30560738,0.0,0.5148532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43917295,0.6574612
ENSG00000157933,0.0,0.34726816,0.0,0.21090081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000157916,0.17905611,0.49989855,0.0,0.6694236,0.6669136,0.48755988,0.42848542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12613523,0.48826405,0.7112643,0.39557096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6454174
ENSG00000157873,0.41468585,0.2814462,0.0,0.2148237,0.0,0.44557503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65986186,0.21540754,0.16651285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000069424,0.0,0.7025853,0.0,0.5433693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5737078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116251,2.8109872,2.527286,2.5995126,2.3297749,2.1395755,2.8487842,2.570675,2.2799187,2.6839066,2.1989331,1.9813654,2.660191,3.1222234,2.7193854,2.9488075,2.9253705,2.2226915,2.3832524,3.017084,2.4293122,1.8280804,2.5322695,3.3115737,2.4691305,1.6976688,3.0521736,2.5139246,2.7512858,2.5215237,3.3551908,3.0894213,3.305495,2.716278,2.4906645,2.6298997,2.5024378,2.4697547,2.5077229,2.7682633
ENSG00000116237,0.0,0.0,0.0,0.07707891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000097021,0.0,0.33290792,0.0,0.5313107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171735,0.0,0.35809925,0.0,0.45879617,0.0,0.4202597,0.4195976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07304998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000049245,0.0,0.5075736,0.0,0.34439325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54889876,0.0,0.0,0.13399097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116288,0.32790387,1.0676354,0.8802004,1.2182083,1.4142935,0.9230029,1.1919745,1.1633382,0.0,0.9764752,0.0,0.0,0.0,0.975891,1.0524385,0.0,1.0974138,0.78723526,0.0,0.8793594,0.7985627,1.4444733,1.2969358,0.0,0.0,0.8396759,1.0726368,0.0,0.0,0.7318486,0.0,0.8607786,1.2296374,0.0,0.0,0.0,0.0,1.2889013,1.9453532
ENSG00000142599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3483379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000074800,0.86939764,1.3852203,1.8749964,1.7422274,1.8423717,1.429454,1.7125316,1.6612176,1.2169745,1.901931,1.0372336,0.90419066,0.0,1.1127427,1.1493376,0.0,1.1743801,0.9831038,0.0,1.4470627,0.48826405,1.9685358,2.1869204,0.35108382,0.0,1.032353,1.1481606,0.0,1.0282974,1.0176979,0.0,0.8997556,1.4005444,0.0,1.2819965,1.1728373,1.2597243,1.5681448,1.0150981
ENSG00000180758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0675917,0.0
ENSG00000049239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4302504,0.0
ENSG00000171612,0.0,0.0,0.0,0.0,0.0,0.63148344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000178585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13399097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162441,0.0,0.22837648,0.0,0.22806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000054523,0.0,0.25453636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142657,0.41468585,1.200059,1.4040667,1.3206148,0.0,0.0,0.5825026,0.0,0.0,1.0372076,0.73452973,0.0,0.0,0.8224188,0.0,0.0,0.0,0.0,0.0,0.66530967,0.0,0.16421747,0.79905045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7067702
ENSG00000175279,0.0,0.0,0.0,0.16664475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000160049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062210456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000120948,0.31062475,0.23208173,0.0,0.1807178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116649,0.0,0.2763096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8528987,1.5928669,0.37787372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83374083,0.0,0.0,0.0,0.0
ENSG00000171824,0.50696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116670,0.0,0.0,0.0,0.20556329,0.69922113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11245499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000177674,0.0,0.39097995,0.8818157,0.56943446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6489955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000285646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07500408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116685,0.0,0.2625779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19683847,0.11245499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000083444,0.0,0.0,0.0,0.18778178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116691,0.0,0.0,0.0,0.2748796,0.0,0.38458133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000028137,0.38210917,0.0,1.4385891,0.0,0.9320314,0.0,0.7045387,0.0,0.0,0.8719604,0.7062917,0.0,0.0,0.0,0.0,0.0,1.2518709,0.0,0.0,1.8620858,0.0,0.0,0.0,0.0,0.0,0.0,1.0802872,0.0,1.0385498,0.0,0.0,0.0,1.2634919,0.0,0.0,0.0,0.0,0.40449572,0.0
ENSG00000048707,0.31062475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162496,0.0,0.25843555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116731,1.0969231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61681664,0.0,0.0,1.1007502,0.0,0.0,1.2819024,0.0,0.36123085,0.49365062,0.45902684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48373562
ENSG00000142634,0.0,1.0957263,1.7302227,1.0175326,1.8924949,1.1980785,1.2374991,0.90467304,0.3447338,1.3154107,0.8597273,0.0,0.0,1.071121,0.0,0.0,1.9784913,1.2680603,0.0,1.5732436,0.0,0.44840848,0.13399097,0.0,0.0,0.0,1.2860558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94419026,0.745348
ENSG00000197312,0.17905611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116786,0.0,0.28182948,0.0,0.17971864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000065526,0.31062475,0.27933726,0.0,0.21736452,0.0,0.45643443,0.37755632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20142096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000055070,0.0,0.27836677,0.0,0.32843181,0.3344675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27728885,0.29096797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000157191,0.5611653,0.4184662,0.0,0.36089247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5455243,0.0
ENSG00000159363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7067702
ENSG00000117118,0.0,0.52844584,0.0,0.4610948,0.0,0.0,0.35743946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4539894,0.0,0.4520729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000179051,0.5984461,0.29589492,0.0,0.26605192,0.0,0.3806837,0.3262901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000127481,0.0,0.0,0.0,0.17727472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000053372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34192386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000053371,0.0,0.23062742,0.0,0.29751027,0.41766185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000077549,0.9014705,0.84853786,1.325674,0.96762836,1.2760808,1.1493376,1.2331734,1.5031929,0.0,1.1323378,1.2964474,0.44849724,0.0,0.81413794,0.9188785,0.57646006,1.1302518,0.0,0.0,1.3594985,0.2599114,0.6184275,0.73157775,0.0,0.0,0.95887184,1.1945362,0.0,1.0807372,0.87606037,0.0,1.2390938,1.3091125,0.9159908,0.0,1.2059717,1.2981019,1.0064552,0.770962
ENSG00000173436,1.0875534,1.0143347,0.8888399,1.2219207,0.943076,0.58728933,0.881255,0.78715897,0.0,1.0963508,0.7912396,0.0,0.0,0.8498201,1.0253637,0.0,0.0,0.0,0.0,0.92798555,0.39806297,1.0419657,0.5950275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43847317,0.69580775
ENSG00000158747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33789718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000244038,0.0,0.3782862,0.0,0.6514734,0.5792043,0.44567597,0.4797959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8989081,1.0638807,0.43445003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73689765
ENSG00000127483,0.86939764,0.8528292,0.0,1.1190093,1.2859309,0.5714829,0.5092572,0.0,0.0,0.0,0.0,0.0,0.51443714,0.0,0.0,0.0,0.97093797,0.0,0.0,0.5243856,0.30560738,0.58496654,0.63528305,0.0,0.0,0.0,0.886296,0.0,1.0844436,0.0,0.0,0.0,0.0,0.0,0.98312664,0.0,0.44127032,0.40187156,0.80078787
ENSG00000075151,0.31062475,0.19255716,0.0,0.0,0.0,0.0,0.34888366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07304998,0.19920422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000090686,0.0,0.0,0.0,0.18030423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5642295,0.5966846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000070831,1.0133252,1.6447245,1.8809118,1.3484251,1.7424046,1.4285711,1.5639931,1.5265363,1.9069986,1.4086025,1.5926265,1.4296312,1.6437099,1.4338667,1.3762171,1.4850758,1.850784,1.7046769,1.4118798,1.8361135,0.6368125,1.3355472,1.5403559,0.0,0.0,1.530517,1.5805298,1.1308198,1.5842842,1.5545399,0.0,1.3474978,1.7173908,1.4361826,1.7512681,1.5223428,1.2281331,1.5659653,1.210003
ENSG00000173372,0.0,3.760045,0.0,3.375729,0.0,0.0,0.32430446,2.7782025,0.0,0.0,3.3146322,0.0,0.0,2.9241054,0.0,0.0,0.0,0.0,0.0,1.4153895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159189,0.0,2.8946128,0.0,2.9951334,0.0,0.0,0.0,2.1990316,0.0,0.0,2.7824833,0.0,0.0,1.8568685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173369,0.0,3.999082,0.0,3.8085861,0.0,0.0,0.0,2.4885755,0.0,0.0,3.2438896,0.0,0.0,3.0719967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000004487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091508776,0.3483379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
